"poly_id","maptile","year","density","projection","filename","s3Url"
"P014","092e059_1_4_4",2019,8,"utm10","bc_092e059_1_4_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092e/2019/pointcloud/bc_092e059_1_4_4_xyes_8_utm10_2019.laz"
"P014","092e059_3_2_2",2019,8,"utm10","bc_092e059_3_2_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092e/2019/pointcloud/bc_092e059_3_2_2_xyes_8_utm10_2019.laz"
"P014","092e059_3_2_4",2019,8,"utm10","bc_092e059_3_2_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092e/2019/pointcloud/bc_092e059_3_2_4_xyes_8_utm10_2019.laz"
"P015","092c076_2_3_4",2019,8,"utm10","bc_092c076_2_3_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c076_2_3_4_xyes_8_utm10_2019.laz"
"P015","092c076_2_4_3",2019,8,"utm10","bc_092c076_2_4_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c076_2_4_3_xyes_8_utm10_2019.laz"
"P015","092c076_4_1_2",2019,8,"utm10","bc_092c076_4_1_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c076_4_1_2_xyes_8_utm10_2019.laz"
"P015","092c076_4_2_1",2019,8,"utm10","bc_092c076_4_2_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c076_4_2_1_xyes_8_utm10_2019.laz"
"P015","092c076_4_2_2",2019,8,"utm10","bc_092c076_4_2_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c076_4_2_2_xyes_8_utm10_2019.laz"
"P015","092c076_4_2_4",2019,8,"utm10","bc_092c076_4_2_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c076_4_2_4_xyes_8_utm10_2019.laz"
"P016","092c077_3_3_4",2019,8,"utm10","bc_092c077_3_3_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c077_3_3_4_xyes_8_utm10_2019.laz"
"P017","092l036_1_1_3",2019,8,"utm10","bc_092l036_1_1_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l036_1_1_3_xyes_8_utm10_2019.laz"
"P018","092k011_4_2_4",2025,8,"utm10","bc_092k011_4_2_4_xyes_8_utm10_20251015_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2025/pointcloud/bc_092k011_4_2_4_xyes_8_utm10_20251015_20251015.laz"
"P018","092k011_4_4_2",2025,8,"utm10","bc_092k011_4_4_2_xyes_8_utm10_20251015_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2025/pointcloud/bc_092k011_4_4_2_xyes_8_utm10_20251015_20251015.laz"
"P019","092k021_2_1_4",2019,8,"utm10","bc_092k021_2_1_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_1_4_xyes_8_utm10_2019.laz"
"P019","092k021_2_2_3",2019,8,"utm10","bc_092k021_2_2_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_2_3_xyes_8_utm10_2019.laz"
"P020","092k021_2_1_4",2019,8,"utm10","bc_092k021_2_1_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_1_4_xyes_8_utm10_2019.laz"
"P020","092k021_2_3_2",2019,8,"utm10","bc_092k021_2_3_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_3_2_xyes_8_utm10_2019.laz"
"P021","092k021_2_3_2",2019,8,"utm10","bc_092k021_2_3_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_3_2_xyes_8_utm10_2019.laz"
"P021","092k021_2_3_4",2019,8,"utm10","bc_092k021_2_3_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_3_4_xyes_8_utm10_2019.laz"
"P021","092k021_2_4_1",2019,8,"utm10","bc_092k021_2_4_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_2_4_1_xyes_8_utm10_2019.laz"
"P022","092k021_1_4_1",2019,8,"utm10","bc_092k021_1_4_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_1_4_1_xyes_8_utm10_2019.laz"
"P022","092k021_1_4_4",2019,8,"utm10","bc_092k021_1_4_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_1_4_4_xyes_8_utm10_2019.laz"
"P023","092k021_1_3_4",2019,8,"utm10","bc_092k021_1_3_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2019/pointcloud/bc_092k021_1_3_4_xyes_8_utm10_2019.laz"
"P024","092l052_3_2_4",2019,8,"utm10","bc_092l052_3_2_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l052_3_2_4_xyes_8_utm10_2019.laz"
"P024","092l052_3_4_2",2019,8,"utm10","bc_092l052_3_4_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l052_3_4_2_xyes_8_utm10_2019.laz"
"P025","092l052_3_2_3",2019,8,"utm10","bc_092l052_3_2_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l052_3_2_3_xyes_8_utm10_2019.laz"
"P025","092l052_3_4_1",2019,8,"utm10","bc_092l052_3_4_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l052_3_4_1_xyes_8_utm10_2019.laz"
"P025","092l052_3_4_3",2019,8,"utm10","bc_092l052_3_4_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l052_3_4_3_xyes_8_utm10_2019.laz"
"P026","092l042_1_2_3",2019,8,"utm10","bc_092l042_1_2_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l042_1_2_3_xyes_8_utm10_2019.laz"
"P027","092l042_1_3_1",2019,8,"utm10","bc_092l042_1_3_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l042_1_3_1_xyes_8_utm10_2019.laz"
"P028","092l041_2_3_4",2019,8,"utm10","bc_092l041_2_3_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l041_2_3_4_xyes_8_utm10_2019.laz"
"P028","092l041_2_4_3",2019,8,"utm10","bc_092l041_2_4_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l041_2_4_3_xyes_8_utm10_2019.laz"
"P029","092l041_2_3_4",2019,8,"utm10","bc_092l041_2_3_4_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l041_2_3_4_xyes_8_utm10_2019.laz"
"P030","092l062_2_2_1",2019,8,"utm10","bc_092l062_2_2_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l062_2_2_1_xyes_8_utm10_2019.laz"
"P030","092l062_2_2_3",2019,8,"utm10","bc_092l062_2_2_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l062_2_2_3_xyes_8_utm10_2019.laz"
"P031","092c087_2_2_2",2019,8,"utm10","bc_092c087_2_2_2_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092c/2019/pointcloud/bc_092c087_2_2_2_xyes_8_utm10_2019.laz"
"P032","092k002_3_4_2",2025,8,"utm10","bc_092k002_3_4_2_xyes_8_utm10_20251015_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2025/pointcloud/bc_092k002_3_4_2_xyes_8_utm10_20251015_20251015.laz"
"P032","092k002_3_2_4",2025,8,"utm10","bc_092k002_3_2_4_xyes_8_utm10_20251015_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2025/pointcloud/bc_092k002_3_2_4_xyes_8_utm10_20251015_20251015.laz"
"P033","092k012_2_3_1",2024,8,"utm10","bc_092k012_2_3_1_xyes_8_utm10_20240414_20240414.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2024/pointcloud/bc_092k012_2_3_1_xyes_8_utm10_20240414_20240414.laz"
"P034","092k012_1_3_3",2025,8,"utm10","bc_092k012_1_3_3_xyes_8_utm10_20251015_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2025/pointcloud/bc_092k012_1_3_3_xyes_8_utm10_20251015_20251015.laz"
"P035","092k012_1_3_4",2024,8,"utm10","bc_092k012_1_3_4_xyes_8_utm10_20240414_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2024/pointcloud/bc_092k012_1_3_4_xyes_8_utm10_20240414_20251015.laz"
"P035","092k012_3_1_2",2024,8,"utm10","bc_092k012_3_1_2_xyes_8_utm10_20240414_20251015.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092k/2024/pointcloud/bc_092k012_3_1_2_xyes_8_utm10_20240414_20251015.laz"
"P036","092f042_3_3_3",2019,8,"utm10","bc_092f042_3_3_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092f/2019/pointcloud/bc_092f042_3_3_3_xyes_8_utm10_2019.laz"
"P037","092f042_3_3_3",2019,8,"utm10","bc_092f042_3_3_3_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092f/2019/pointcloud/bc_092f042_3_3_3_xyes_8_utm10_2019.laz"
"P037","092f052_1_1_1",2019,8,"utm10","bc_092f052_1_1_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092f/2019/pointcloud/bc_092f052_1_1_1_xyes_8_utm10_2019.laz"
"P038","092l051_4_1_1",2019,8,"utm10","bc_092l051_4_1_1_xyes_8_utm10_2019.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2019/pointcloud/bc_092l051_4_1_1_xyes_8_utm10_2019.laz"
"P039","092l072_3_3_4",2023,8,"utm9","bc_092l072_3_3_4_xyes_8_utm9_20231031_20231031.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2023/pointcloud/bc_092l072_3_3_4_xyes_8_utm9_20231031_20231031.laz"
"P039","092l072_3_4_1",2023,8,"utm9","bc_092l072_3_4_1_xyes_8_utm9_20231031_20231031.laz","https://nrs.objectstore.gov.bc.ca/gdwuts/092/092l/2023/pointcloud/bc_092l072_3_4_1_xyes_8_utm9_20231031_20231031.laz"
